,OR,conc,Firefly,Renilla,Normalized,Project,Plate,Row,Column,Renilla_bgnorm,Firefly_bgnorm,Background_Subtracted,Background_Divided,plate-type,exp datetime
1295,Rho-pCI,4,491.272,6872.92,0.0714794,EXP_025_50_01 Secondary Screen/map2,sPREP807,D,12,-0.155014,0.0663746,0.0148397,1.262,sample,2023-01-18 15:16:51
1296,AR_202,5,223.833,2239.39,0.0999525,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,1,0.0101142,-0.0864329,-0.0105631,0.90442,sample,2023-01-18 15:16:51
1297,AR_202,5,178.988,1931.7,0.0926581,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,2,-0.118772,-0.177463,-0.00661145,0.933399,sample,2023-01-18 15:16:51
1298,AR_202,5,200.165,2884.68,0.0693889,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,3,0.138107,0.102962,-0.00221098,0.96912,sample,2023-01-18 15:16:51
1299,AR_268,5,890.284,1869.41,0.476237,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,4,-0.193479,3.04499,0.381281,5.01535,sample,2023-01-18 15:16:51
1300,AR_268,5,1090.84,1570.44,0.694609,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,5,0.0235451,6.63562,0.601498,7.45997,sample,2023-01-18 15:16:51
1301,AR_268,5,894.021,1916.75,0.466425,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,6,-0.0581512,4.25068,0.38276,5.57486,sample,2023-01-18 15:16:51
1302,AR_98,5,216.359,4076.84,0.0530701,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,7,0.397584,0.101468,-0.0142672,0.788123,sample,2023-01-18 15:16:51
1303,AR_98,5,242.518,2736.43,0.0886256,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,8,-0.286952,0.1274,0.0325725,1.5811,sample,2023-01-18 15:16:51
1304,AR_98,5,220.096,2224.44,0.0989442,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,9,-0.510868,0.204521,0.0587649,2.46257,sample,2023-01-18 15:16:51
1305,Rho-pCI,5,591.315,8409.6,0.0703142,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,10,0.0671888,-0.131703,-0.0161062,0.81363,sample,2023-01-18 15:16:51
1306,Rho-pCI,5,694.708,5621.57,0.123579,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,11,-0.221242,-0.0927308,0.0175046,1.16502,sample,2023-01-18 15:16:51
1307,Rho-pCI,5,747.028,7242.31,0.103148,EXP_025_50_01 Secondary Screen/map2,sPREP807,E,12,-0.33776,0.0221585,0.03632,1.54349,sample,2023-01-18 15:16:51
1308,AR_202,6,220.096,2874.71,0.0765627,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,1,0.256443,-0.16534,-0.0386899,0.664303,sample,2023-01-18 15:16:51
1309,AR_202,6,188.953,2994.3,0.0631043,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,2,-0.0243541,0.421804,0.019802,1.4573,sample,2023-01-18 15:16:51
1310,AR_202,6,134.142,2385.14,0.0562409,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,3,-0.200112,-0.379999,-0.0163178,0.775109,sample,2023-01-18 15:16:51
1311,AR_268,6,607.509,1596.6,0.380501,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,4,0.0338798,2.13252,0.254918,3.02987,sample,2023-01-18 15:16:51
1312,AR_268,6,776.925,1844.5,0.421212,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,5,0.285671,2.88143,0.281691,3.01899,sample,2023-01-18 15:16:51
1313,AR_268,6,870.353,1308.84,0.664979,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,6,-0.393611,6.22645,0.609179,11.9172,sample,2023-01-18 15:16:51
1314,AR_98,6,211.376,2680.38,0.0788605,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,7,0.00186249,0.223529,0.0142871,1.22125,sample,2023-01-18 15:16:51
1315,AR_98,6,141.617,3117.63,0.0454245,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,8,0.0464114,-0.13669,-0.00963421,0.825019,sample,2023-01-18 15:16:51
1316,AR_98,6,231.307,2512.2,0.0920733,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,9,-0.484583,0.55145,0.061485,3.01009,sample,2023-01-18 15:16:51
1317,Rho-pCI,6,644.88,5790.99,0.111359,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,10,-0.238511,-0.243909,-0.000794951,0.992912,sample,2023-01-18 15:16:51
1318,Rho-pCI,6,582.595,5690.09,0.102388,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,11,-0.213515,0.0151948,0.0230666,1.2908,sample,2023-01-18 15:16:51
1319,Rho-pCI,6,740.799,6748.98,0.109765,EXP_025_50_01 Secondary Screen/map2,sPREP807,F,12,-0.113701,0.0644373,0.0183696,1.20099,sample,2023-01-18 15:16:51
1320,AR_202,7,232.553,2819.9,0.0824685,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,1,-0.260885,0.546881,0.0430642,2.09288,sample,2023-01-18 15:16:51
1321,AR_202,7,181.479,1864.43,0.0973375,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,2,-0.289557,-0.104497,0.0201153,1.26049,sample,2023-01-18 15:16:51
1322,AR_202,7,201.41,4040.72,0.0498452,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,3,0.782566,0.174312,-0.0258182,0.658776,sample,2023-01-18 15:16:51
1323,AR_268,7,430.619,1358.67,0.316942,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,4,-0.230659,1.17844,0.20501,2.83157,sample,2023-01-18 15:16:51
1324,AR_268,7,654.846,1424.69,0.45964,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,5,-0.31626,3.35586,0.38749,6.37064,sample,2023-01-18 15:16:51
1325,AR_268,7,629.931,2162.16,0.291344,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,6,0.169849,2.72692,0.199894,3.18581,sample,2023-01-18 15:16:51
1326,AR_98,7,171.513,3567.34,0.0480788,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,7,-0.0301425,0,0.00144922,1.03108,sample,2023-01-18 15:16:51
1327,AR_98,7,202.656,3062.82,0.0661665,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,8,-0.0738327,0.235411,0.0165626,1.3339,sample,2023-01-18 15:16:51
1328,AR_98,7,203.902,2295.45,0.0888286,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,9,-0.251456,-0.00607222,0.0219303,1.32782,sample,2023-01-18 15:16:51
1329,Rho-pCI,7,830.49,6234.48,0.133209,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,10,-0.235545,0.499232,0.0652861,1.96118,sample,2023-01-18 15:16:51
1330,Rho-pCI,7,688.48,5493.26,0.125332,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,11,-0.178786,0.0240882,0.0248285,1.24704,sample,2023-01-18 15:16:51
1331,Rho-pCI,7,644.88,4541.5,0.141997,EXP_025_50_01 Secondary Screen/map2,sPREP807,G,12,-0.337478,-0.11761,0.0353818,1.33186,sample,2023-01-18 15:16:51
1332,AR_202,8,254.975,2821.14,0.0903801,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,1,-0.0390384,0.64162,0.0374739,1.70831,sample,2023-01-18 15:16:51
1333,AR_202,8,276.152,3354.32,0.0823274,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,2,-0.445464,0.314196,0.0475886,2.3699,sample,2023-01-18 15:16:51
1334,AR_202,8,206.393,1890.59,0.109169,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,3,-0.37174,-0.269097,0.015331,1.16338,sample,2023-01-18 15:16:51
1335,AR_268,8,552.698,1830.8,0.301889,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,4,-0.1182,1.4287,0.192281,2.75425,sample,2023-01-18 15:16:51
1336,AR_268,8,530.275,2103.61,0.252079,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,5,0.132067,1.56925,0.141008,2.26952,sample,2023-01-18 15:16:51
1337,AR_268,8,459.27,1858.2,0.247158,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,6,0.138097,0.685921,0.0803118,1.48135,sample,2023-01-18 15:16:51
1338,AR_98,8,215.113,2660.45,0.080856,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,7,-0.455838,-0.191872,0.0264107,1.48509,sample,2023-01-18 15:16:51
1339,AR_98,8,344.666,3461.45,0.0995727,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,8,-0.0183704,0.58391,0.0378624,1.61355,sample,2023-01-18 15:16:51
1340,AR_98,8,266.187,3280.82,0.0811342,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,9,0.155794,0.297539,0.00886322,1.12264,sample,2023-01-18 15:16:51
1341,Rho-pCI,8,850.421,5498.24,0.154672,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,10,-0.240817,0.29129,0.0637361,1.70089,sample,2023-01-18 15:16:51
1342,Rho-pCI,8,737.062,6702.89,0.109962,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,11,-0.279189,0.0478144,0.0343171,1.45366,sample,2023-01-18 15:16:51
1343,Rho-pCI,8,606.263,5473.32,0.110767,EXP_025_50_01 Secondary Screen/map2,sPREP807,H,12,-0.329491,0.0188409,0.0378701,1.5195,sample,2023-01-18 15:16:51
1344,AR_53,1,146.678,1259.26,0.11648,EXP_025_50_02 Secondary Screen/map1,Neg,A,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1345,AR_53,1,141.974,1254.56,0.113166,EXP_025_50_02 Secondary Screen/map1,Neg,A,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1346,AR_53,1,152.559,1315.72,0.115951,EXP_025_50_02 Secondary Screen/map1,Neg,A,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1347,AR_101,1,143.15,3284.52,0.0435832,EXP_025_50_02 Secondary Screen/map1,Neg,A,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1348,AR_101,1,170.2,1941.4,0.0876686,EXP_025_50_02 Secondary Screen/map1,Neg,A,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1349,AR_101,1,127.861,3811.43,0.0335467,EXP_025_50_02 Secondary Screen/map1,Neg,A,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1350,AR_74,1,508.914,2210.73,0.230202,EXP_025_50_02 Secondary Screen/map1,Neg,A,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1351,AR_74,1,386.6,2555.33,0.151292,EXP_025_50_02 Secondary Screen/map1,Neg,A,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1352,AR_74,1,340.733,2091.94,0.162879,EXP_025_50_02 Secondary Screen/map1,Neg,A,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1353,Rho-pCI,1,390.129,2697.64,0.144618,EXP_025_50_02 Secondary Screen/map1,Neg,A,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1354,Rho-pCI,1,292.513,2284.83,0.128024,EXP_025_50_02 Secondary Screen/map1,Neg,A,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1355,Rho-pCI,1,381.896,2776.44,0.137549,EXP_025_50_02 Secondary Screen/map1,Neg,A,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1356,AR_53,2,89.05,1520.36,0.0585718,EXP_025_50_02 Secondary Screen/map1,Neg,B,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1357,AR_53,2,86.6978,1014.63,0.0854474,EXP_025_50_02 Secondary Screen/map1,Neg,B,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1358,AR_53,2,149.03,1280.43,0.116391,EXP_025_50_02 Secondary Screen/map1,Neg,B,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1359,AR_101,2,144.326,2683.53,0.0537822,EXP_025_50_02 Secondary Screen/map1,Neg,B,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1360,AR_101,2,136.093,2330.69,0.0583918,EXP_025_50_02 Secondary Screen/map1,Neg,B,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1361,AR_101,2,157.263,2337.75,0.0672711,EXP_025_50_02 Secondary Screen/map1,Neg,B,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1362,AR_74,2,440.7,2241.31,0.196626,EXP_025_50_02 Secondary Screen/map1,Neg,B,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1363,AR_74,2,394.833,1946.11,0.202884,EXP_025_50_02 Secondary Screen/map1,Neg,B,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1364,AR_74,2,387.776,2722.34,0.142442,EXP_025_50_02 Secondary Screen/map1,Neg,B,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1365,Rho-pCI,2,352.494,2187.21,0.161161,EXP_025_50_02 Secondary Screen/map1,Neg,B,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1366,Rho-pCI,2,357.198,2230.72,0.160127,EXP_025_50_02 Secondary Screen/map1,Neg,B,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1367,Rho-pCI,2,419.531,3045.77,0.137742,EXP_025_50_02 Secondary Screen/map1,Neg,B,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1368,AR_53,3,77.2891,1485.07,0.052044,EXP_025_50_02 Secondary Screen/map1,Neg,C,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1369,AR_53,3,66.7044,1262.79,0.052823,EXP_025_50_02 Secondary Screen/map1,Neg,C,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1370,AR_53,3,131.389,1074.61,0.122266,EXP_025_50_02 Secondary Screen/map1,Neg,C,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1371,AR_101,3,120.804,2083.71,0.0579756,EXP_025_50_02 Secondary Screen/map1,Neg,C,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1372,AR_101,3,146.678,2071.95,0.0707924,EXP_025_50_02 Secondary Screen/map1,Neg,C,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1373,AR_101,3,121.98,2306,0.0528971,EXP_025_50_02 Secondary Screen/map1,Neg,C,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1374,AR_74,3,453.637,1960.22,0.231422,EXP_025_50_02 Secondary Screen/map1,Neg,C,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1375,AR_74,3,419.531,2413.02,0.173861,EXP_025_50_02 Secondary Screen/map1,Neg,C,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1376,AR_74,3,384.248,2914.05,0.131861,EXP_025_50_02 Secondary Screen/map1,Neg,C,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1377,Rho-pCI,3,392.481,2211.91,0.17744,EXP_025_50_02 Secondary Screen/map1,Neg,C,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1378,Rho-pCI,3,424.235,2261.3,0.187607,EXP_025_50_02 Secondary Screen/map1,Neg,C,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1379,Rho-pCI,3,360.726,2254.25,0.160021,EXP_025_50_02 Secondary Screen/map1,Neg,C,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1380,AR_53,4,83.1696,1286.31,0.0646574,EXP_025_50_02 Secondary Screen/map1,Neg,D,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1381,AR_53,4,105.515,1158.12,0.0911092,EXP_025_50_02 Secondary Screen/map1,Neg,D,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1382,AR_53,4,107.867,1209.87,0.0891565,EXP_025_50_02 Secondary Screen/map1,Neg,D,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1383,AR_101,4,130.213,2143.69,0.0607424,EXP_025_50_02 Secondary Screen/map1,Neg,D,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1384,AR_101,4,125.509,2609.43,0.0480981,EXP_025_50_02 Secondary Screen/map1,Neg,D,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1385,AR_101,4,151.383,2170.74,0.0697377,EXP_025_50_02 Secondary Screen/map1,Neg,D,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1386,AR_74,4,338.381,1840.26,0.183877,EXP_025_50_02 Secondary Screen/map1,Neg,D,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1387,AR_74,4,448.933,1752.05,0.256233,EXP_025_50_02 Secondary Screen/map1,Neg,D,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1388,AR_74,4,388.953,2290.71,0.169796,EXP_025_50_02 Secondary Screen/map1,Neg,D,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1389,Rho-pCI,4,386.6,2111.94,0.183055,EXP_025_50_02 Secondary Screen/map1,Neg,D,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1390,Rho-pCI,4,363.079,2467.12,0.147167,EXP_025_50_02 Secondary Screen/map1,Neg,D,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1391,Rho-pCI,4,310.155,2561.21,0.121097,EXP_025_50_02 Secondary Screen/map1,Neg,D,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1392,AR_53,5,151.582,1285.17,0.117947,EXP_025_50_02 Secondary Screen/map1,Neg,E,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1393,AR_53,5,171.513,1154.37,0.148577,EXP_025_50_02 Secondary Screen/map1,Neg,E,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1394,AR_53,5,139.125,1377.36,0.101009,EXP_025_50_02 Secondary Screen/map1,Neg,E,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1395,AR_101,5,228.816,2078.69,0.110077,EXP_025_50_02 Secondary Screen/map1,Neg,E,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1396,AR_101,5,211.376,2420.02,0.0873446,EXP_025_50_02 Secondary Screen/map1,Neg,E,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1397,AR_101,5,212.621,2167.14,0.0981116,EXP_025_50_02 Secondary Screen/map1,Neg,E,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1398,AR_74,5,566.401,3224.76,0.175641,EXP_025_50_02 Secondary Screen/map1,Neg,E,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1399,AR_74,5,451.796,1906.78,0.236941,EXP_025_50_02 Secondary Screen/map1,Neg,E,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1400,AR_74,5,414.425,2185.83,0.189597,EXP_025_50_02 Secondary Screen/map1,Neg,E,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1401,Rho-pCI,5,490.413,2682.87,0.182794,EXP_025_50_02 Secondary Screen/map1,Neg,E,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1402,Rho-pCI,5,439.339,2205.76,0.199178,EXP_025_50_02 Secondary Screen/map1,Neg,E,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1403,Rho-pCI,5,448.059,2334.07,0.191965,EXP_025_50_02 Secondary Screen/map1,Neg,E,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1404,AR_53,6,195.182,1222.89,0.159607,EXP_025_50_02 Secondary Screen/map1,Neg,F,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1405,AR_53,6,157.811,1165.59,0.135392,EXP_025_50_02 Secondary Screen/map1,Neg,F,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1406,AR_53,6,110.474,1189.25,0.0928937,EXP_025_50_02 Secondary Screen/map1,Neg,F,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1407,AR_101,6,198.919,2148.45,0.092587,EXP_025_50_02 Secondary Screen/map1,Neg,F,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1408,AR_101,6,261.204,1853.22,0.140946,EXP_025_50_02 Secondary Screen/map1,Neg,F,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1409,AR_101,6,178.988,2361.47,0.0757949,EXP_025_50_02 Secondary Screen/map1,Neg,F,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1410,AR_74,6,550.206,2179.6,0.252435,EXP_025_50_02 Secondary Screen/map1,Neg,F,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1411,AR_74,6,566.401,2654.22,0.213397,EXP_025_50_02 Secondary Screen/map1,Neg,F,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1412,AR_74,6,537.749,2016.41,0.266687,EXP_025_50_02 Secondary Screen/map1,Neg,F,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1413,Rho-pCI,6,519.064,2791.25,0.185961,EXP_025_50_02 Secondary Screen/map1,Neg,F,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1414,Rho-pCI,6,428.128,2476.08,0.172906,EXP_025_50_02 Secondary Screen/map1,Neg,F,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1415,Rho-pCI,6,444.322,3833.92,0.115892,EXP_025_50_02 Secondary Screen/map1,Neg,F,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1416,AR_53,7,156.565,2207,0.0709401,EXP_025_50_02 Secondary Screen/map1,Neg,G,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1417,AR_53,7,162.794,1477.01,0.110218,EXP_025_50_02 Secondary Screen/map1,Neg,G,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1418,AR_53,7,171.513,1156.87,0.148257,EXP_025_50_02 Secondary Screen/map1,Neg,G,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1419,AR_101,7,243.764,2532.14,0.0962681,EXP_025_50_02 Secondary Screen/map1,Neg,G,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1420,AR_101,7,202.656,2104.85,0.0962803,EXP_025_50_02 Secondary Screen/map1,Neg,G,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1421,AR_101,7,263.695,2190.81,0.120364,EXP_025_50_02 Secondary Screen/map1,Neg,G,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1422,AR_74,7,532.767,2113.57,0.252069,EXP_025_50_02 Secondary Screen/map1,Neg,G,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1423,AR_74,7,440.585,1991.49,0.221233,EXP_025_50_02 Secondary Screen/map1,Neg,G,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1424,AR_74,7,525.292,2158.42,0.243369,EXP_025_50_02 Secondary Screen/map1,Neg,G,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1425,Rho-pCI,7,423.145,2280.5,0.185549,EXP_025_50_02 Secondary Screen/map1,Neg,G,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1426,Rho-pCI,7,500.378,2702.8,0.185133,EXP_025_50_02 Secondary Screen/map1,Neg,G,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1427,Rho-pCI,7,465.499,2504.73,0.185848,EXP_025_50_02 Secondary Screen/map1,Neg,G,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1428,AR_53,8,188.953,1313.82,0.143819,EXP_025_50_02 Secondary Screen/map1,Neg,H,1,1,1,1,1,no-odor,2023-01-25 15:18:25
1429,AR_53,8,142.862,1251.54,0.114149,EXP_025_50_02 Secondary Screen/map1,Neg,H,2,1,1,1,1,no-odor,2023-01-25 15:18:25
1430,AR_53,8,125.423,1316.32,0.095283,EXP_025_50_02 Secondary Screen/map1,Neg,H,3,1,1,1,1,no-odor,2023-01-25 15:18:25
1431,AR_101,8,145.354,2051.29,0.0708598,EXP_025_50_02 Secondary Screen/map1,Neg,H,4,1,1,1,1,no-odor,2023-01-25 15:18:25
1432,AR_101,8,177.742,1856.96,0.0957168,EXP_025_50_02 Secondary Screen/map1,Neg,H,5,1,1,1,1,no-odor,2023-01-25 15:18:25
1433,AR_101,8,200.165,1785.95,0.112077,EXP_025_50_02 Secondary Screen/map1,Neg,H,6,1,1,1,1,no-odor,2023-01-25 15:18:25
1434,AR_74,8,394.494,2284.24,0.172703,EXP_025_50_02 Secondary Screen/map1,Neg,H,7,1,1,1,1,no-odor,2023-01-25 15:18:25
1435,AR_74,8,587.578,2315.38,0.253772,EXP_025_50_02 Secondary Screen/map1,Neg,H,8,1,1,1,1,no-odor,2023-01-25 15:18:25
1436,AR_74,8,517.818,1993.98,0.25969,EXP_025_50_02 Secondary Screen/map1,Neg,H,9,1,1,1,1,no-odor,2023-01-25 15:18:25
1437,Rho-pCI,8,453.042,2611.86,0.173455,EXP_025_50_02 Secondary Screen/map1,Neg,H,10,1,1,1,1,no-odor,2023-01-25 15:18:25
1438,Rho-pCI,8,444.322,2107.35,0.210844,EXP_025_50_02 Secondary Screen/map1,Neg,H,11,1,1,1,1,no-odor,2023-01-25 15:18:25
1439,Rho-pCI,8,499.133,2770.07,0.180188,EXP_025_50_02 Secondary Screen/map1,Neg,H,12,1,1,1,1,no-odor,2023-01-25 15:18:25
1440,AR_53,1,196.074,1349.82,0.145259,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,1,0.0719148,0.336762,0.0287796,1.24708,sample,2023-01-25 15:18:25
1441,AR_53,1,158.439,1312.19,0.120744,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,2,0.0459356,0.115974,0.00757786,1.06696,sample,2023-01-25 15:18:25
1442,AR_53,1,250.174,1928.46,0.129727,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,3,0.465716,0.639854,0.0137759,1.11881,sample,2023-01-25 15:18:25
1443,AR_101,1,303.098,2142.52,0.141468,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,4,-0.347693,1.11735,0.097885,3.24594,sample,2023-01-25 15:18:25
1444,AR_101,1,324.268,2348.34,0.138084,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,5,0.209608,0.905215,0.0504154,1.57507,sample,2023-01-25 15:18:25
1445,AR_101,1,332.5,2605.9,0.127595,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,6,-0.316292,1.60048,0.0940482,3.8035,sample,2023-01-25 15:18:25
1446,AR_74,1,3433.89,2100.18,1.63505,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,7,-0.050008,5.74749,1.40485,7.10268,sample,2023-01-25 15:18:25
1447,AR_74,1,3383.32,1999.03,1.69248,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,8,-0.217702,7.75146,1.54119,11.1869,sample,2023-01-25 15:18:25
1448,AR_74,1,2924.63,1975.51,1.48044,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,9,-0.0556586,7.58335,1.31757,9.08925,sample,2023-01-25 15:18:25
1449,Rho-pCI,1,343.085,2261.3,0.15172,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,10,-0.161748,-0.120585,0.0071016,1.04911,sample,2023-01-25 15:18:25
1450,Rho-pCI,1,310.155,2750.57,0.11276,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,11,0.203841,0.0603095,-0.015264,0.880772,sample,2023-01-25 15:18:25
1451,Rho-pCI,1,298.394,3062.24,0.097443,EXP_025_50_02 Secondary Screen/map1,sPREP858,A,12,0.102936,-0.218652,-0.0401057,0.708425,sample,2023-01-25 15:18:25
1452,AR_53,2,176.08,1231.04,0.143034,EXP_025_50_02 Secondary Screen/map1,sPREP858,B,1,-0.190298,0.977321,0.0844626,2.44204,sample,2023-01-25 15:18:25
1453,AR_53,2,204.307,1333.36,0.153227,EXP_025_50_02 Secondary Screen/map1,sPREP858,B,2,0.314126,1.35654,0.0677799,1.79323,sample,2023-01-25 15:18:25
1454,AR_53,2,170.2,1171.05,0.145339,EXP_025_50_02 Secondary Screen/map1,sPREP858,B,3,-0.0854221,0.142049,0.0289483,1.24872,sample,2023-01-25 15:18:25
1455,AR_101,2,377.192,2304.82,0.163653,EXP_025_50_02 Secondary Screen/map1,sPREP858,B,4,-0.141123,1.61347,0.109871,3.04289,sample,2023-01-25 15:18:25
1456,AR_101,2,326.62,2095.47,0.155869,EXP_025_50_02 Secondary Screen/map1,sPREP858,B,5,-0.100924,1.39997,0.0974775,2.66937,sample,2023-01-25 15:18:25
